invoice-number;branch;city;type-user;gender;category;cost of goods sold;sale;date;time;payment;review
781-84-8059;C;Houston;Normal;Male;Fashion accessories;$ 42.518;$ 446.439;1/18/2019;16:23;Ewallet;5
409-49-6995;C;Houston;Member;Female;Food and beverages;$ 28.362;$ 297.801;2/5/2019;10:17;Cash;8.8
725-54-0677;C;Houston;Member;Male;Health and beauty;$ 5.992;$ 62.916;3/2/2019;13:50;Cash;5.3
146-09-5432;A;Nueva York;Member;Male;Food and beverages;$ 31.536;$ 331.128;2/9/2019;19:17;Ewallet;4.6
377-79-7592;C;Houston;Member;Female;Electronic accessories;$ 40.356;$ 423.738;1/14/2019;14:00;Credit card;7.5
509-10-0516;B;Chicago;Normal;Male;Home and lifestyle;$ 18.388;$ 193.074;2/9/2019;12:02;Ewallet;5.1
595-94-9924;A;Nueva York;Member;Female;Health and beauty;$ 13.865;$ 1.455.825;3/26/2019;20:21;Credit card;4.2
865-41-9075;A;Nueva York;Normal;Male;Food and beverages;$ 8.071;$ 847.455;1/28/2019;17:35;Cash;8.1
545-07-8534;C;Houston;Normal;Female;Health and beauty;$ 11.664;$ 122.472;2/14/2019;12:42;Ewallet;6
118-62-1812;C;Houston;Member;Female;Home and lifestyle;$ 31.352;$ 329.196;3/24/2019;17:56;Cash;7.9
450-42-3339;C;Houston;Normal;Male;Health and beauty;$ 8.461;$ 888.405;2/9/2019;18:58;Credit card;8.8
851-98-3555;B;Chicago;Normal;Female;Health and beauty;$ 4.144;$ 43.512;3/24/2019;14:08;Credit card;6.6
186-71-5196;A;Nueva York;Member;Female;Food and beverages;$ 15.908;$ 167.034;3/27/2019;16:30;Ewallet;6.2
624-01-8356;B;Chicago;Normal;Female;Home and lifestyle;$ 4.901;$ 514.605;1/27/2019;10:44;Credit card;4.2
313-66-9943;B;Chicago;Member;Female;Food and beverages;$ 8.745;$ 918.225;3/27/2019;20:29;Credit card;7.3
151-27-8496;C;Houston;Normal;Female;Electronic accessories;$ 22.452;$ 235.746;1/19/2019;11:43;Ewallet;8.6
453-33-6436;A;Nueva York;Normal;Female;Home and lifestyle;$ 74.496;$ 782.208;2/7/2019;10:09;Cash;6.8
522-57-8364;A;Nueva York;Member;Male;Fashion accessories;$ 41.072;$ 431.256;1/31/2019;10:00;Ewallet;7.6
459-45-2396;A;Nueva York;Member;Female;Food and beverages;$ 2.988;$ 31.374;2/25/2019;18:45;Cash;5.8
717-96-4189;C;Houston;Normal;Female;Electronic accessories;$ 21.294;$ 223.587;2/2/2019;12:40;Cash;4.1
722-13-2115;C;Houston;Member;Male;Sports and travel;$ 4.285;$ 449.925;3/14/2019;15:36;Credit card;9.3
749-81-8133;A;Nueva York;Normal;Female;Fashion accessories;$ 37.868;$ 397.614;3/11/2019;12:04;Cash;6.8
777-67-2495;B;Chicago;Normal;Male;Home and lifestyle;$ 20.691;$ 2.172.555;2/22/2019;11:26;Ewallet;8.7
636-98-3364;B;Chicago;Member;Female;Electronic accessories;$ 7.878;$ 82.719;3/2/2019;12:36;Ewallet;6.3
246-55-6923;C;Houston;Member;Female;Home and lifestyle;$ 32.211;$ 3.382.155;3/10/2019;15:06;Credit card;5.1
181-82-6255;B;Chicago;Normal;Female;Home and lifestyle;$ 9.822;$ 103.131;2/8/2019;10:58;Cash;7
838-02-1821;C;Houston;Member;Female;Home and lifestyle;$ 2.546;$ 26.733;2/22/2019;12:10;Credit card;5.2
887-42-0517;C;Houston;Normal;Female;Sports and travel;$ 58.198;$ 611.079;1/10/2019;10:31;Credit card;6.6
457-12-0244;C;Houston;Member;Female;Sports and travel;$ 21.132;$ 221.886;3/14/2019;13:49;Ewallet;6.5
226-34-0034;B;Chicago;Normal;Female;Electronic accessories;$ 5.512;$ 57.876;1/10/2019;11:10;Ewallet;9
321-49-7382;B;Chicago;Member;Male;Sports and travel;$ 8.831;$ 927.255;2/15/2019;17:38;Credit card;5.2
397-25-8725;A;Nueva York;Member;Female;Health and beauty;$ 35.658;$ 374.409;1/13/2019;17:54;Credit card;6.8
431-66-2305;B;Chicago;Normal;Female;Electronic accessories;$ 79.425;$ 8.339.625;2/15/2019;20:51;Credit card;7.6
825-94-5922;B;Chicago;Normal;Male;Sports and travel;$ 5.062;$ 53.151;3/2/2019;19:26;Ewallet;7.2
641-62-7288;B;Chicago;Normal;Male;Home and lifestyle;$ 59.952;$ 629.496;3/24/2019;13:33;Ewallet;7.1
756-93-1854;C;Houston;Member;Female;Fashion accessories;$ 1.667;$ 175.035;2/2/2019;14:05;Credit card;9.5
243-55-8457;A;Nueva York;Normal;Female;Food and beverages;$ 7.444;$ 78.162;2/27/2019;11:40;Ewallet;5.1
458-10-8612;C;Houston;Normal;Male;Health and beauty;$ 44.856;$ 470.988;1/20/2019;12:27;Ewallet;7.6
501-61-1753;B;Chicago;Normal;Female;Home and lifestyle;$ 3.789;$ 397.845;1/3/2019;20:24;Ewallet;9.8
235-06-8510;C;Houston;Member;Male;Home and lifestyle;$ 25.716;$ 270.018;1/24/2019;20:59;Ewallet;5.1
433-08-7822;C;Houston;Normal;Female;Health and beauty;$ 55.223;$ 5.798.415;1/5/2019;19:48;Ewallet;7.5
361-85-2571;A;Nueva York;Normal;Female;Sports and travel;$ 4.474;$ 46.977;3/30/2019;10:18;Cash;7.4
131-70-8179;A;Nueva York;Member;Female;Health and beauty;$ 27.627;$ 2.900.835;2/17/2019;16:27;Cash;4.2
500-02-2261;C;Houston;Normal;Female;Food and beverages;$ 34.374;$ 360.927;3/21/2019;17:04;Ewallet;5.9
720-72-2436;A;Nueva York;Normal;Male;Food and beverages;$ 26.608;$ 279.384;3/2/2019;18:14;Ewallet;6.9
702-83-5291;C;Houston;Member;Male;Fashion accessories;$ 89.838;$ 943.299;3/27/2019;10:43;Cash;6.6
809-69-9497;A;Nueva York;Normal;Female;Home and lifestyle;$ 4.568;$ 47.964;1/19/2019;19:30;Ewallet;5.7
449-16-6770;A;Nueva York;Normal;Male;Health and beauty;$ 25.395;$ 2.666.475;2/19/2019;14:53;Credit card;5.3
333-23-2632;A;Nueva York;Member;Male;Health and beauty;$ 7.056;$ 74.088;3/28/2019;20:14;Cash;4.2
489-82-1237;A;Nueva York;Normal;Female;Electronic accessories;$ 65.716;$ 690.018;1/5/2019;11:51;Credit card;7.3
859-97-6048;C;Houston;Member;Male;Electronic accessories;$ 1.685;$ 176.925;3/26/2019;14:13;Credit card;5.3
676-10-2200;B;Chicago;Member;Male;Fashion accessories;$ 5.378;$ 56.469;2/3/2019;20:13;Ewallet;4.7
373-88-1424;C;Houston;Member;Male;Home and lifestyle;$ 17.905;$ 1.880.025;2/6/2019;18:44;Ewallet;7.9
365-16-4334;B;Chicago;Normal;Female;Food and beverages;$ 21.144;$ 222.012;2/24/2019;14:26;Ewallet;8.9
503-21-4385;B;Chicago;Member;Male;Health and beauty;$ 11.973;$ 1.257.165;2/21/2019;12:40;Ewallet;9.3
305-89-2768;B;Chicago;Member;Female;Home and lifestyle;$ 657;$ 68.985;1/9/2019;18:43;Ewallet;4.7
574-80-1489;B;Chicago;Member;Female;Food and beverages;$ 2.514;$ 26.397;2/25/2019;13:22;Ewallet;8.7
784-08-0310;C;Houston;Member;Female;Food and beverages;$ 8.416;$ 88.368;1/13/2019;13:58;Cash;7.6
200-40-6154;B;Chicago;Member;Male;Home and lifestyle;$ 39.546;$ 415.233;2/9/2019;11:45;Cash;5.7
846-10-0341;A;Nueva York;Normal;Female;Fashion accessories;$ 29.799;$ 3.128.895;1/6/2019;11:51;Cash;6.8
577-34-7579;C;Houston;Member;Male;Food and beverages;$ 45.441;$ 4.771.305;1/10/2019;17:16;Cash;5.4
430-02-3888;B;Chicago;Normal;Male;Electronic accessories;$ 27.612;$ 289.926;2/7/2019;15:55;Cash;7.1
867-47-1948;C;Houston;Normal;Female;Home and lifestyle;$ 158;$ 1.659;1/9/2019;12:07;Cash;7.8
384-59-6655;A;Nueva York;Member;Female;Food and beverages;$ 88.794;$ 932.337;2/19/2019;15:07;Cash;8.4
256-58-3609;C;Houston;Member;Male;Fashion accessories;$ 9.198;$ 96.579;3/18/2019;15:29;Cash;9.8
324-92-3863;A;Nueva York;Member;Male;Electronic accessories;$ 4.178;$ 43.869;2/5/2019;18:45;Cash;9.8
593-08-5916;A;Nueva York;Normal;Female;Fashion accessories;$ 155;$ 16.275;3/19/2019;15:23;Credit card;7.4
364-34-2972;C;Houston;Member;Male;Electronic accessories;$ 29.046;$ 304.983;3/30/2019;20:37;Cash;6.7
794-42-3736;B;Chicago;Normal;Male;Food and beverages;$ 6.666;$ 69.993;1/26/2019;14:41;Credit card;6.4
172-42-8274;B;Chicago;Normal;Female;Electronic accessories;$ 7.654;$ 80.367;3/2/2019;18:18;Credit card;5.8
558-60-5016;A;Nueva York;Normal;Female;Home and lifestyle;$ 2.997;$ 314.685;3/4/2019;15:27;Ewallet;7.2
195-06-0432;A;Nueva York;Member;Male;Home and lifestyle;$ 24.303;$ 2.551.815;1/13/2019;12:55;Credit card;9.3
605-03-2706;A;Nueva York;Normal;Female;Health and beauty;$ 474;$ 4.977;3/25/2019;18:02;Cash;9.5
214-30-2776;B;Chicago;Member;Female;Electronic accessories;$ 17.245;$ 1.810.725;3/11/2019;19:44;Credit card;9
746-04-1077;B;Chicago;Member;Female;Food and beverages;$ 8.463;$ 888.615;1/1/2019;11:36;Credit card;9
448-34-8700;B;Chicago;Member;Male;Home and lifestyle;$ 25.837;$ 2.712.885;2/10/2019;13:51;Ewallet;6.7
452-04-8808;B;Chicago;Normal;Male;Electronic accessories;$ 60.956;$ 640.038;1/26/2019;15:17;Cash;5.5
531-56-4728;A;Nueva York;Normal;Male;Home and lifestyle;$ 24.024;$ 252.252;2/11/2019;15:29;Cash;5.4
744-82-9138;C;Houston;Normal;Male;Fashion accessories;$ 17.226;$ 180.873;2/7/2019;17:59;Cash;8.2
883-69-1285;B;Chicago;Member;Male;Fashion accessories;$ 9.984;$ 104.832;3/6/2019;11:55;Credit card;7
221-25-5073;A;Nueva York;Normal;Female;Food and beverages;$ 29.864;$ 313.572;3/4/2019;10:39;Cash;8.5
518-71-6847;B;Chicago;Member;Male;Food and beverages;$ 1.596;$ 16.758;2/26/2019;15:10;Ewallet;4.9
156-20-0370;B;Chicago;Normal;Female;Electronic accessories;$ 2.545;$ 267.225;3/10/2019;18:10;Credit card;5.1
151-33-7434;B;Chicago;Normal;Female;Food and beverages;$ 6.777;$ 711.585;2/4/2019;20:43;Credit card;6.5
728-47-9078;C;Houston;Member;Male;Food and beverages;$ 23.836;$ 250.278;1/19/2019;12:46;Cash;9.8
809-46-1866;A;Nueva York;Normal;Male;Health and beauty;$ 2.326;$ 24.423;1/23/2019;17:44;Cash;8.4
139-32-4183;A;Nueva York;Member;Female;Sports and travel;$ 87.732;$ 921.186;3/14/2019;14:19;Ewallet;7.4
148-41-7930;C;Houston;Normal;Male;Health and beauty;$ 69.972;$ 734.706;1/23/2019;10:33;Cash;6.1
189-40-5216;C;Houston;Normal;Male;Electronic accessories;$ 67.459;$ 7.083.195;1/9/2019;11:40;Cash;6
374-38-5555;B;Chicago;Normal;Female;Fashion accessories;$ 31.855;$ 3.344.775;2/7/2019;19:30;Ewallet;8.5
764-44-8999;B;Chicago;Normal;Female;Health and beauty;$ 2.952;$ 30.996;2/18/2019;14:42;Ewallet;4.3
552-44-5977;B;Chicago;Member;Male;Health and beauty;$ 496;$ 5.208;1/3/2019;19:08;Credit card;6.2
267-62-7380;C;Houston;Member;Male;Electronic accessories;$ 8.234;$ 86.457;3/29/2019;19:12;Ewallet;4.3
430-53-4718;B;Chicago;Member;Male;Health and beauty;$ 60.296;$ 633.108;1/28/2019;15:46;Credit card;8.4
886-18-2897;A;Nueva York;Normal;Female;Food and beverages;$ 2.828;$ 29.694;3/22/2019;19:06;Credit card;4.5
602-16-6955;B;Chicago;Normal;Female;Sports and travel;$ 766;$ 8.043;1/24/2019;18:10;Ewallet;6
745-74-0715;A;Nueva York;Normal;Male;Electronic accessories;$ 11.606;$ 121.863;3/10/2019;20:46;Ewallet;8.8
690-01-6631;B;Chicago;Normal;Male;Fashion accessories;$ 1.749;$ 183.645;2/22/2019;18:35;Ewallet;6.6
652-49-6720;C;Houston;Member;Female;Electronic accessories;$ 6.095;$ 639.975;2/18/2019;11:40;Ewallet;5.9
233-67-5758;C;Houston;Normal;Male;Health and beauty;$ 4.035;$ 423.675;1/29/2019;13:46;Ewallet;6.2
303-96-2227;B;Chicago;Normal;Female;Home and lifestyle;$ 9.738;$ 102.249;3/2/2019;17:16;Ewallet;4.4
727-02-1313;A;Nueva York;Member;Male;Food and beverages;$ 3.184;$ 33.432;2/9/2019;13:22;Cash;7.7
347-56-2442;A;Nueva York;Normal;Male;Home and lifestyle;$ 6.582;$ 69.111;2/22/2019;15:33;Cash;4.1
849-09-3807;A;Nueva York;Member;Female;Fashion accessories;$ 61.838;$ 649.299;2/18/2019;13:28;Cash;6.6
